Ref_number;States;Municipality ;Study_location;Coordinates ;Conservation_unit;Status_conservation_unit;Phytophysiognomy_type;Plant_species_original;Plant_species_adjusted;Plant_family;Plant_genus;Threat_status;Life_form;Vegetation_type;Plant_distribution;Biogeographical _domain;
Ref_12;GO;Pirenópolis, Corumbá de Goiás, Cocalzinho;Parque Estadual da Serra dos Pireneus;15°48’S, 48°52’W;Yes;Estadual;Cerrado, cerrado rochoso;Hymenaea stigonocarpa;Hymenaea stigonocarpa Mart. ex Hayne;Fabaceae;Hymenaea;NA;Tree;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Semidecidual;BA|DF|GO|MG|MS|MT|PE|PI|SP|TO;Amazônia|Caatinga|Cerrado|Pantanal;
Ref_13;MG;Januária;Área de Proteção Ambiental do Rio Pandeiros;15°29’15”S, 44°21’40”W;Yes;Estadual;Cerrado;Hymenaea stigonocarpa;Hymenaea stigonocarpa Mart. ex Hayne;Fabaceae;Hymenaea;NA;Tree;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Semidecidual;BA|DF|GO|MG|MS|MT|PE|PI|SP|TO;Amazônia|Caatinga|Cerrado|Pantanal;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Hymenaea stigonocarpa;Hymenaea stigonocarpa Mart. ex Hayne;Fabaceae;Hymenaea;NA;Tree;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Semidecidual;BA|DF|GO|MG|MS|MT|PE|PI|SP|TO;Amazônia|Caatinga|Cerrado|Pantanal;
Ref_03;MG;Cristália;Soberbo;42°40'W, 17°08'S;No;NA;Campo rupestre;Hymenaea stigonocarpa;Hymenaea stigonocarpa Mart. ex Hayne;Fabaceae;Hymenaea;NA;Tree;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Semidecidual;BA|DF|GO|MG|MS|MT|PE|PI|SP|TO;Amazônia|Caatinga|Cerrado|Pantanal;
Ref_09;GO;Goiânia;Campus Samambaia da Universidade Federal de Goiás;NA;No;No;Mata mesófila semidecídua;Hymenaea stignocarpa;Hymenaea stigonocarpa Mart. ex Hayne;Fabaceae;Hymenaea;NA;Tree;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Semidecidual;BA|DF|GO|MG|MS|MT|PE|PI|SP|TO;Amazônia|Caatinga|Cerrado|Pantanal;
Ref_03;MG;Minas Novas;Posses;42°47'W, 17°02'S;No;NA;Cerrado;Hyptis cana;Hyptidendron canum (Pohl ex Benth.) Harley;Lamiaceae;Hyptidendron;NA;Shrub|Tree;Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual;DF|GO|MG|MS|MT|SP;Amazônia|Cerrado;
Ref_18;MG;NA;Parque Estadual do Ibitipoca;21°42’S, 43°54’W;Yes;Estadual;Campo rupestre;Hyptis monticola;Hyptis monticola Mart. ex Benth.;Lamiaceae;Hyptis;NA;Shrub|Subshrub;Campo de Altitude|Campo rupestre|Cerrado (lato sensu);GO|MG|RJ;Cerrado|Mata Atlântica;
Ref_10;MG;NA;Parque Estadual do Rio Preto;20°35'S-11°11' S;Yes;Estadual;Campo rupestre, cerrado;Ilex brasiliensis;Ilex brasiliensis (Spreng.) Loes.;Aquifoliaceae;Ilex;NA;Shrub|Tree;Campo de Várzea|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual;DF|GO|MG|MS|PR|SP;Cerrado|Mata Atlântica;
Ref_31;BA;Caetité;Trilha Jacaraci;14°05’18”S, 42°29’56”W;No;No;Mata de galeria;Inga bahiensis Benth.;Ilex brasiliensis (Spreng.) Loes.;Aquifoliaceae;Ilex;NA;Shrub|Tree;Campo de Várzea|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual;DF|GO|MG|MS|PR|SP;Cerrado|Mata Atlântica;
Ref_10;MG;NA;Parque Estadual do Itacolomi;20°35'S-11°11' S;Yes;Estadual;Campo rupestre;Ilex amara;Ilex dumosa Reissek;Aquifoliaceae;Ilex;NA;Shrub|Tree;Campo de Altitude|Campo rupestre|Floresta Estacional Semidecidual|Restinga;BA|ES|MG|PR|RJ|RS|SC|SE|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_09;GO;Goiânia;Campus Samambaia da Universidade Federal de Goiás;NA;No;No;Mata mesófila semidecídua;Inga cylindrica;Inga cylindrica (Vell.) Mart.;Fabaceae;Inga;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual;AC|AM|BA|GO|MG|MT|PA|RJ;Amazônia|Cerrado|Mata Atlântica;
Ref_03;MG;Cristália;Soberbo;42°40'W, 17°08'S;No;NA;Campo rupestre;Inga edulis;Inga edulis Mart.;Fabaceae;Inga;NA;Tree;Área Antrópica|Floresta Ciliar ou Galeria|Floresta de Várzea|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga;AC|AM|AP|BA|ES|MG|MT|PA|PB|PE|PR|RJ|RO|RR|SC|SP;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_05;MG;Delfinópolis;Represa de Peixoto;20°15’S, 20°30’S, 46°45’W-47°00’W;No;No;Mata de galeria;Inga edulis;Inga edulis Mart.;Fabaceae;Inga;NA;Tree;Área Antrópica|Floresta Ciliar ou Galeria|Floresta de Várzea|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga;AC|AM|AP|BA|ES|MG|MT|PA|PB|PE|PR|RJ|RO|RR|SC|SP;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_01;MG;Belo Horizonte;Campus Pampulha;"19°51'51,4""S 43°57'55,8""W";No;No;Cerrado, mata;Inga ingoides;Inga ingoides (Rich.) Willd.;Fabaceae;Inga;NA;Tree;Área Antrópica|Floresta Ciliar ou Galeria|Floresta de Igapé|Floresta de Várzea;AC|AM|BA|CE|DF|ES|GO|MA|MG|MT|PA|PB|PE|PI|RR|SP;Amazônia|Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Inga marginata;Inga marginata Willd.;Fabaceae;Inga;NA;Tree;Área Antrópica|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AC|AM|AP|BA|CE|DF|ES|GO|MG|MS|MT|PA|PB|PR|RJ|RO|RS|SC|SP;Amazônia|Cerrado|Mata Atlântica;
Ref_27;MS;Aquidauana;Universidade Estadual de Mato Grosso do Sul (UEMS), Distrito de Camisão;"20°27'21.4""S, 55°39'46.1""W; 20°26'58.1""S, 55°38'16.9""W";No;No;Cerrado;Inga vera;Inga vera Willd.;Fabaceae;Inga;NA;Tree;Área Antrópica|Campo rupestre|Cerrado (lato sensu)|Floresta de Igapé|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Semidecidual;AC|AM|AP|BA|CE|DF|ES|GO|MA|MG|MS|MT|PA|PB|PE|PI|PR|RJ|RO|RR|RS|SC|SP|TO;Amazônia|Cerrado|Mata Atlântica|Pantanal;
Ref_14;MG;Ingaí;Reserva Biológica Unilavras-Boqueirão;21°20’47”S, 44°59’27”W;Yes;NA;Campo rupestre;Ipomoea alba;Ipomoea alba L.;Convolvulaceae;Ipomoea;NA;Liana/volúvel/trepadeira;Área Antrópica|Campo de Várzea|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Igapé|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Manguezal|Restinga;AC|AL|AM|AP|BA|CE|DF|ES|GO|MA|MG|MS|MT|PA|PB|PE|PI|PR|RJ|RN|RO|RR|RS|SC|SE|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica|Pampa|Pantanal;
Ref_17;MG;NA;Parque Estadual da Serra do Cabral;17°03’S-18° 13’S, 44°05’W-44°52’W;Yes;Estadual;Campo rupestre, campo cerrado, campo sujo;Jacaranda paucifoliolata;Jacaranda paucifoliolata Mart. ex DC.;Bignoniaceae;Jacaranda;NA;Shrub;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;GO|MG;Cerrado;
Ref_10;MG;NA;Parque Estadual do Rio Preto;20°35'S-11°11' S;Yes;Estadual;Campo rupestre, cerrado;Jacaranda paucifoliolata;Jacaranda paucifoliolata Mart. ex DC.;Bignoniaceae;Jacaranda;NA;Shrub;Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos;GO|MG;Cerrado;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Kielmeyera coriacea Mart. & Zucc.;Kielmeyera coriacea Mart. & Zucc.;Calophyllaceae;Kielmeyera;NA;Shrub|Tree|Subshrub;Campinarana|Cerrado (lato sensu);AM|BA|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Cerrado;
Ref_04;MG;Três Marias;Estação Ecológica de Pirapitinga;"18°20'S-18°23'S; 45°I7'W-45°20'W";Yes;Federal;Cerrado;Kielmeyera coriacea;Kielmeyera coriacea Mart. & Zucc.;Calophyllaceae;Kielmeyera;NA;Shrub|Tree|Subshrub;Campinarana|Cerrado (lato sensu);AM|BA|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Cerrado;
Ref_17;MG;NA;Parque Estadual da Serra do Cabral;17°03’S-18° 13’S, 44°05’W-44°52’W;Yes;Estadual;Campo rupestre, campo cerrado, campo sujo;Kielmeyera coriacea;Kielmeyera coriacea Mart. & Zucc.;Calophyllaceae;Kielmeyera;NA;Shrub|Tree|Subshrub;Campinarana|Cerrado (lato sensu);AM|BA|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Cerrado;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Kielmeyera coriacea;Kielmeyera coriacea Mart. & Zucc.;Calophyllaceae;Kielmeyera;NA;Shrub|Tree|Subshrub;Campinarana|Cerrado (lato sensu);AM|BA|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Cerrado;
Ref_10;MG;NA;RPPN Serra do Caraça;20°35'S-11°11' S;Yes;RPPN;Campo rupestre;Kielmeyera coriacea;Kielmeyera coriacea Mart. & Zucc.;Calophyllaceae;Kielmeyera;NA;Shrub|Tree|Subshrub;Campinarana|Cerrado (lato sensu);AM|BA|DF|GO|MA|MG|MS|MT|PA|PI|PR|RO|SP|TO;Amazônia|Cerrado;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Kielmeyera grandiflora;Kielmeyera grandiflora (Wawra) Saddi;Calophyllaceae;Kielmeyera;NA;Shrub|Tree;Cerrado (lato sensu);DF|GO|MG|MT|RO|SP;Cerrado;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Kielmeyera rubriflora;Kielmeyera rubriflora Cambess.;Calophyllaceae;Kielmeyera;NA;Shrub|Tree|Subshrub;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|MS|MT|PA|RO|SP|TO;Cerrado;
Ref_31;BA;Caetité;Trilha Jacaraci;14°05’18”S, 42°29’56”W;No;No;Cerrado;Kielmeyera tomentosa ;Kielmeyera tomentosa Cambess.;Calophyllaceae;Kielmeyera;NA;Tree;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|MT|TO;Cerrado;
Ref_11;MG;Santana do Riacho;Serra do Cipó;"43°36’23.0’’W, 19º 19’44.6’’S; 43°36’42.3’’W, 19º 18’ 24.1’’S; 43°36’09.3’’W, 19º 20’24.0’’S";No;No;Campo rupestre, cerrado;Lantana fucata;Lantana fucata Lindl.;Verbenaceae;Lantana;NA;Shrub;Área Antrópica|Caatinga (stricto sensu)|Campo de Altitude|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga;AL|BA|CE|ES|GO|MA|MG|MS|PB|PE|PI|RJ|RS|SC|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_06;MG;Prados;Serra de São José;"21°03',21°07’S; 44°06',44°13’W";No;No;Campo rupestre, cerrado;Lantana lilacina;Lantana fucata Lindl.;Verbenaceae;Lantana;NA;Shrub;Área Antrópica|Caatinga (stricto sensu)|Campo de Altitude|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga;AL|BA|CE|ES|GO|MA|MG|MS|PB|PE|PI|RJ|RS|SC|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_10;MG;NA;Parque Estadual do Rio Preto;20°35'S-11°11' S;Yes;Estadual;Campo rupestre, cerrado;Lantana lilacina;Lantana fucata Lindl.;Verbenaceae;Lantana;NA;Shrub;Área Antrópica|Caatinga (stricto sensu)|Campo de Altitude|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga;AL|BA|CE|ES|GO|MA|MG|MS|PB|PE|PI|RJ|RS|SC|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Lantana lilacina;Lantana fucata Lindl.;Verbenaceae;Lantana;NA;Shrub;Área Antrópica|Caatinga (stricto sensu)|Campo de Altitude|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga;AL|BA|CE|ES|GO|MA|MG|MS|PB|PE|PI|RJ|RS|SC|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_18;MG;NA;Parque Estadual do Brigadeiro;42°20’S-42°40’S, 20°20’W-21°00’W;Yes;Estadual;Campo rupestre;Lavoisiera compta;Lavoisiera imbricata (Thunb.) DC.;Melastomataceae;Lavoisiera;LC;Shrub|Subshrub;Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial);BA|DF|ES|GO|MG|PR|RJ|SP;Cerrado|Mata Atlântica;
Ref_18;MG;NA;Parque Estadual do Ibitipoca;21°42’S, 43°54’W;Yes;Estadual;Campo rupestre;Leandra aurea;Leandra aurea (Cham.) Cogn.;Melastomataceae;Leandra;NA;Shrub|Tree;Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial);BA|DF|ES|GO|MG|MS|PR|RJ|RS|SC|SP;Cerrado|Mata Atlântica;
Ref_06;MG;Prados;Serra de São José;"21°03',21°07’S; 44°06',44°13’W";No;No;Campo rupestre, cerrado;Leandra aurea;Leandra aurea (Cham.) Cogn.;Melastomataceae;Leandra;NA;Shrub|Tree;Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial);BA|DF|ES|GO|MG|MS|PR|RJ|RS|SC|SP;Cerrado|Mata Atlântica;
Ref_10;MG;NA;Parque Estadual do Itacolomi;20°35'S-11°11' S;Yes;Estadual;Campo rupestre;Leandra aurea;Leandra aurea (Cham.) Cogn.;Melastomataceae;Leandra;NA;Shrub|Tree;Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial);BA|DF|ES|GO|MG|MS|PR|RJ|RS|SC|SP;Cerrado|Mata Atlântica;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Leandra aurea;Leandra aurea (Cham.) Cogn.;Melastomataceae;Leandra;NA;Shrub|Tree;Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial);BA|DF|ES|GO|MG|MS|PR|RJ|RS|SC|SP;Cerrado|Mata Atlântica;
Ref_05;MG;Delfinópolis;Represa de Peixoto;20°15’S, 20°30’S, 46°45’W-47°00’W;No;No;Cerrado;Leonotis nepetifolia;Leonotis nepetifolia (L.) R.Br.;Lamiaceae;Leonotis;NA;Herb;Área Antrópica|Caatinga (stricto sensu)|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)|Restinga;AC|AL|AM|AP|BA|CE|DF|ES|GO|MA|MG|MS|MT|PA|PB|PE|PI|PR|RJ|RN|RO|RS|SC|SE|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica|Pantanal;
Ref_10;MG;NA;Parque Estadual do Rio Preto;20°35'S-11°11' S;Yes;Estadual;Campo rupestre, cerrado;Lepidaploa lilacina;Lepidaploa lilacina (Mart. ex DC.) H.Rob.;Asteraceae;Lepidaploa;NA;Shrub;Campo rupestre|Cerrado (lato sensu);BA|MG;Cerrado;
Ref_04;MG;Três Marias;Estação Ecológica de Pirapitinga;"18°20'S-18°23'S; 45°I7'W-45°20'W";Yes;Federal;Cerrado, campo sujo;Acosmium dasycarpum;Leptolobium dasycarpum Vogel;Fabaceae;Leptolobium;NA;Tree;Campo rupestre|Cerrado (lato sensu);BA|CE|DF|GO|MA|MG|MS|MT|PI|RO|SP|TO;Amazônia|Cerrado;
Ref_16;GO;Caldas Novas;Fragmento de cerrado;17°42’39’’S, 48°38’27’’W;No;No;Cerrado;Acosmium dasycarpum;Leptolobium dasycarpum Vogel;Fabaceae;Leptolobium;NA;Tree;Campo rupestre|Cerrado (lato sensu);BA|CE|DF|GO|MA|MG|MS|MT|PI|RO|SP|TO;Amazônia|Cerrado;
Ref_30;GO;Hidrolândia;Escola Agrícola;17°01’05”S, 49°11’49”W;No;No;Cerrado;Acosmium dasycarpum;Leptolobium dasycarpum Vogel;Fabaceae;Leptolobium;NA;Tree;Campo rupestre|Cerrado (lato sensu);BA|CE|DF|GO|MA|MG|MS|MT|PI|RO|SP|TO;Amazônia|Cerrado;
Ref_12;GO;Pirenópolis, Corumbá de Goiás, Cocalzinho;Parque Estadual da Serra dos Pireneus;15°48’S, 48°52’W;Yes;Estadual;Cerrado rochoso;Acosmium dasycarpum;Leptolobium dasycarpum Vogel;Fabaceae;Leptolobium;NA;Tree;Campo rupestre|Cerrado (lato sensu);BA|CE|DF|GO|MA|MG|MS|MT|PI|RO|SP|TO;Amazônia|Cerrado;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Leptolobium dasycarpum;Leptolobium dasycarpum Vogel;Fabaceae;Leptolobium;NA;Tree;Campo rupestre|Cerrado (lato sensu);BA|CE|DF|GO|MA|MG|MS|MT|PI|RO|SP|TO;Amazônia|Cerrado;
Ref_03;MG;Cristália;Soberbo;42°40'W, 17°08'S;No;NA;Campo rupestre;Acosmium dasycarpe;Leptolobium dasycarpum Vogel;Fabaceae;Leptolobium;NA;Tree;Campo rupestre|Cerrado (lato sensu);BA|CE|DF|GO|MA|MG|MS|MT|PI|RO|SP|TO;Amazônia|Cerrado;
Ref_17;MG;NA;Parque Estadual da Serra do Cabral;17°03’S-18° 13’S, 44°05’W-44°52’W;Yes;Estadual;Campo rupestre, campo cerrado, campo sujo;Lessingianthus coriaceus;Lessingianthus coriaceus (Less.) H.Rob.;Asteraceae;Lessingianthus;NA;Shrub;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|MS|MT|SP;Cerrado;
Ref_03;MG;Minas Novas;Posses;42°47'W, 17°02'S;No;NA;Cerrado;Vernonia elegans;Lessingianthus elegans (Gardner) H.Rob.;Asteraceae;Lessingianthus;NT;Shrub;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|MT|PR|SP;Cerrado;
Ref_10;MG;NA;Parque Estadual de Biribiri;20°35'S-11°11' S;Yes;Estadual;Campo rupestre;Lessingianthus elegans;Lessingianthus elegans (Gardner) H.Rob.;Asteraceae;Lessingianthus;NT;Shrub;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MG|MT|PR|SP;Cerrado;
Ref_17;MG;NA;Parque Estadual da Serra do Cabral;17°03’S-18° 13’S, 44°05’W-44°52’W;Yes;Estadual;Campo rupestre, campo cerrado, campo sujo;Lessingianthus hoveaefolius;Lessingianthus hoveaefolius (Gardner) H.Rob.;Asteraceae;Lessingianthus;NA;Subshrub;Campo rupestre|Cerrado (lato sensu);DF|GO|MG;Cerrado;
Ref_10;MG;NA;RPPN Serra do Caraça;20°35'S-11°11' S;Yes;RPPN;Campo rupestre;Lessingianthus linearifolius;Lessingianthus linearifolius (Less.) H.Rob.;Asteraceae;Lessingianthus;NA;Subshrub;Campo rupestre|Cerrado (lato sensu);BA|GO|MG;Cerrado;
Ref_10;MG;NA;Parque Estadual do Rio Preto;20°35'S-11°11' S;Yes;Estadual;Campo rupestre, cerrado;Lessingianthus pychnostachius;Lessingianthus pycnostachyus (DC.) H.Rob.;Asteraceae;Lessingianthus;NA;Shrub;Campo rupestre|Cerrado (lato sensu);MG;Cerrado;
Ref_17;MG;NA;Parque Estadual da Serra do Cabral;17°03’S-18° 13’S, 44°05’W-44°52’W;Yes;Estadual;Campo rupestre, campo cerrado, campo sujo;Lessingianthus tomentellus;Lessingianthus tomentellus (Mart. ex DC.) H.Rob.;Asteraceae;Lessingianthus;NA;Subshrub;Campo rupestre|Cerrado (lato sensu);MG|SP;Cerrado;
Ref_10;MG;NA;Serra do Ouro Branco;20°35'S-11°11' S;No;NA;Campo rupestre;Lessingianthus tomentellus;Lessingianthus tomentellus (Mart. ex DC.) H.Rob.;Asteraceae;Lessingianthus;NA;Subshrub;Campo rupestre|Cerrado (lato sensu);MG|SP;Cerrado;
Ref_10;MG;NA;Parque Estadual do Rio Preto;20°35'S-11°11' S;Yes;Estadual;Campo rupestre, cerrado;Lessingianthus warmingianus;Lessingianthus warmingianus (Baker) H.Rob.;Asteraceae;Lessingianthus;NA;Subshrub;Campo rupestre|Cerrado (lato sensu);GO|MG;Cerrado;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Licania humilis Cham. & Schltdl.;Licania humilis Cham. & Schltdl.;Chrysobalanaceae;Licania;NA;Shrub|Tree;Cerrado (lato sensu);BA|DF|GO|MG|MS|MT|RO|SP;Amazônia|Cerrado;
Ref_17;MG;NA;Parque Estadual da Serra do Cabral;17°03’S-18° 13’S, 44°05’W-44°52’W;Yes;Estadual;Campo rupestre, campo cerrado, campo sujo;Licania humilis;Licania humilis Cham. & Schltdl.;Chrysobalanaceae;Licania;NA;Shrub|Tree;Cerrado (lato sensu);BA|DF|GO|MG|MS|MT|RO|SP;Amazônia|Cerrado;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Licania humilis;Licania humilis Cham. & Schltdl.;Chrysobalanaceae;Licania;NA;Shrub|Tree;Cerrado (lato sensu);BA|DF|GO|MG|MS|MT|RO|SP;Amazônia|Cerrado;
Ref_17;MG;NA;Parque Estadual da Serra do Cabral;17°03’S-18° 13’S, 44°05’W-44°52’W;Yes;Estadual;Campo rupestre, campo cerrado, campo sujo;Licania nitida;Licania nitida Hook.f.;Chrysobalanaceae;Licania;NA;Shrub|Tree;Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial);BA|ES|GO|MG|RJ|SP;Caatinga|Cerrado|Mata Atlântica;
Ref_09;GO;Goiânia;Campus Samambaia da Universidade Federal de Goiás;NA;No;No;Mata mesófila semidecídua;Licania tomentosa;Licania tomentosa (Benth.) Fritsch;Chrysobalanaceae;Licania;NA;Tree;Floresta Ombrófila (= Floresta Pluvial)|Restinga;BA|CE|PB|PE|PI;Mata Atlântica;
Ref_03;MG;Berilo;Lamarão;42°36'W, 16°44'S;No;NA;Campo rupestre, floresta estacional decidua, floresta estacional semidecidua;Lippia hederifolia;Lippia hederifolia Mart. & Schauer;Verbenaceae;Lippia;NA;Shrub|Subshrub;Campo rupestre|Cerrado (lato sensu);MG;Caatinga|Cerrado;
Ref_14;MG;Ingaí;Reserva Biológica Unilavras-Boqueirão;21°20’47”S, 44°59’27”W;Yes;NA;Cerrado;Lippia lupulina;Lippia lupulina Cham.;Verbenaceae;Lippia;NA;Shrub|Subshrub;Campinarana|Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual;AM|BA|DF|GO|MG|MS|MT|PA|PR|RO|RR|SP|TO;Amazônia|Cerrado|Mata Atlântica;
Ref_17;MG;NA;Parque Estadual da Serra do Cabral;17°03’S-18° 13’S, 44°05’W-44°52’W;Yes;Estadual;Campo rupestre, campo cerrado, campo sujo;Lippia microphylla;Lippia origanoides Kunth;Verbenaceae;Lippia;NA;Shrub|Subshrub;Caatinga (stricto sensu)|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)|Savana Amazônica;AC|AM|BA|CE|DF|ES|GO|MA|MG|MS|MT|PA|PI|PR|RJ|RR|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_32;BA;Caetité;Brejinho das Ametistas;"14°15’46”S; 42°31’28”W";No;No;Campo rupestre;Lippia microphylla;Lippia origanoides Kunth;Verbenaceae;Lippia;NA;Shrub|Subshrub;Caatinga (stricto sensu)|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)|Savana Amazônica;AC|AM|BA|CE|DF|ES|GO|MA|MG|MS|MT|PA|PI|PR|RJ|RR|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_10;MG;NA;Parque Estadual de Biribiri;20°35'S-11°11' S;Yes;Estadual;Campo rupestre;Lippia pseudo-thea;Lippia pseudothea (A.St.-Hil.) Schauer;Verbenaceae;Lippia;NA;Shrub|Subshrub;Campo rupestre;MG;Cerrado;
Ref_10;MG;NA;Parque Estadual do Rio Preto;20°35'S-11°11' S;Yes;Estadual;Campo rupestre, cerrado;Lippia pohliana;Lippia stachyoides var. martiana (Schauer) Salimena & Múlgura;Verbenaceae;Lippia;NA;Shrub|Subshrub;Campo rupestre|Cerrado (lato sensu);DF|GO|MG;Cerrado;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Litharea molleoides (Vell.) Engl.;Lithraea molleoides (Vell.) Engl.;Anacardiaceae;Lithraea;NA;Shrub|Tree;Área Antrópica;BA|DF|ES|GO|MG|MS|MT|PB|PE|PR|RJ|RN|RS|SC|SE|SP;Cerrado|Mata Atlântica|Pampa|Pantanal;
Ref_26;GO;Silvânia;Floresta Nacional de Silvânia;"16°38’11,79”S, 48°39’50,82”W; 16°37’52,90”S, 48°39’52,38”W";Yes;Federal;Cerrado, mata de galeria;Lithraea molleoides;Lithraea molleoides (Vell.) Engl.;Anacardiaceae;Lithraea;NA;Shrub|Tree;Área Antrópica;BA|DF|ES|GO|MG|MS|MT|PB|PE|PR|RJ|RN|RS|SC|SE|SP;Cerrado|Mata Atlântica|Pampa|Pantanal;
